Fusion Name	Gene 1 Symbol	Gene 1 ID	Gene 1 Breakpoint	Gene 1 Strand	Gene 1 Reference Strand	Gene 2 Symbol	Gene 2 ID	Gene 2 Breakpoint	Gene 2 Strand	Gene 2 Reference Strand	Breakpoint Distance	Supporting Reads	Read IDs	Strand Comparison	GF Program
ZNF595:ARMC10	ZNF595	ENSG00000272602.6	chr4:60117	+	+	ARMC10	ENSG00000170632.14	chr7:103099472	+	+	inf	2	bbeb7e58-09e2-4e6d-8cda-63be401bf559	Consistent	JAFFAL
ZNF595:PSMA3-AS1	ZNF595	ENSG00000272602.6	chr4:67883	+	+	PSMA3-AS1	ENSG00000257621.9	chr14:58267051	-	-	inf	2	8700b610-9583-455a-b3f0-6a877bb139fe	Consistent	JAFFAL
HNRNPD:GABARAPL2	HNRNPD	ENSG00000138668.20	chr4:82373668	-	-	GABARAPL2	ENSG00000034713.8	chr16:75566413	+	+	inf	2	8d36d740-c25b-487c-8529-18b108275524	Consistent	JAFFAL
H2AFZ:GOLGA3	H2AFZ		chr4:99948905	-		GOLGA3	ENSG00000090615.16	chr12:132825690	-	-	inf	2	0ac5ed3f-2c43-4f02-8feb-883e25c8bd19	Inconsistent	JAFFAL
WDR36:PYURF	WDR36	ENSG00000134987.13	chr5:111105356	+	+	PYURF	ENSG00000145337.5	chr4:88521897	-	-	inf	2	1b3c9bc5-ae71-4849-adec-be242d6250f4	Consistent	JAFFAL
ARL14EPL:ALDOA	ARL14EPL	ENSG00000268223.7	chr5:116052007	+	+	ALDOA	ENSG00000149925.22	chr16:30067629	+	+	inf	2	1094954b-75a5-4685-87f5-d3a2695ab7fd	Consistent	JAFFAL
DDX46:JUP	DDX46	ENSG00000145833.16	chr5:134794900	+	+	JUP	ENSG00000173801.17	chr17:41754856	-	-	inf	2	07c6d063-25b3-45c6-974d-4d1b16c5f490	Consistent	JAFFAL
GNPDA1:ATP5EP2	GNPDA1	ENSG00000113552.16	chr5:142005026	-	-	ATP5EP2		chr13:27945269	+		inf	2	217594d1-efe8-413e-9a02-f800424e4806	Inconsistent	JAFFAL
YIPF5:SLC11A2	YIPF5	ENSG00000145817.17	chr5:144160308	-	-	SLC11A2	ENSG00000110911.17	chr12:50979985	-	-	inf	2	7f742d84-e484-4978-99fe-99f78f305ba3	Consistent	JAFFAL
LARS:PIGK	LARS		chr5:146143060	-		PIGK	ENSG00000142892.15	chr1:77129579	-	-	inf	2	8e7e2b3c-ed88-44c5-aee5-7880cc35abc2	Inconsistent	JAFFAL
KIAA1191:FOPNL	KIAA1191	ENSG00000122203.15	chr5:176347641	-	-	FOPNL		chr16:15866991	-		inf	2	687cf4c3-66fd-4335-be3e-a6f412be8a78	Inconsistent	JAFFAL
DOK3:GPI	DOK3	ENSG00000146094.16	chr5:177504844	-	-	GPI	ENSG00000105220.17	chr19:34399911	+	+	inf	2	3e888ee7-9ed6-4f94-ae2c-3a3c675f83ab	Consistent	JAFFAL
LINC01021:TSNAX	LINC01021		chr5:27485013	+		TSNAX	ENSG00000116918.15	chr1:231565716	+	+	inf	2	0a0a0c33-9836-4717-abad-e9dac108f3a8	Inconsistent	JAFFAL
MTMR12:NDRG3	MTMR12	ENSG00000150712.11	chr5:32312838	-	-	NDRG3	ENSG00000101079.21	chr20:36652158	-	-	inf	2	29a8c70f-653c-471a-aa67-48eeaf586e2c	Consistent	JAFFAL
SKP2:RBM3	SKP2	ENSG00000145604.17	chr5:36177239	+	+	RBM3	ENSG00000102317.18	chrX:48578076	+	+	inf	2	85caef7a-f0d8-4ea9-9510-62ac68db271d	Consistent	JAFFAL
MED10:DKC1	MED10	ENSG00000133398.4	chr5:6372203	-	-	DKC1	ENSG00000130826.19	chrX:154777548	+	+	inf	2	2ba71fd7-9ea8-4ddd-bce5-18cda119ef2e	Consistent	JAFFAL
PAK1IP1:TMEM98	PAK1IP1	ENSG00000111845.5	chr6:10709301	+	+	TMEM98	ENSG00000006042.12	chr17:32941477	+	+	inf	2	92b92d9c-d42f-474c-bd42-0d1d32445372	Consistent	JAFFAL
CD164:UFM1	CD164	ENSG00000135535.17	chr6:109368998	-	-	UFM1	ENSG00000120686.12	chr13:38361907	+	+	inf	2	d1971824-e1c5-4010-97ca-35fee4903598	Consistent	JAFFAL
AIG1:RP11-386M24.8	AIG1	ENSG00000146416.19	chr6:143061064	+	+	RP11-386M24.8		chr15:92711935	-		inf	2	b56e496c-6452-47c1-9766-4ec503002b63	Inconsistent	JAFFAL
RP11-306O13.1:CHEK1	RP11-306O13.1		chr6:153282419	+		CHEK1	ENSG00000149554.15	chr11:125675927	+	+	inf	2	ae810740-faf5-4873-8319-fb37d5894571	Inconsistent	JAFFAL
MRPL18:RP11-1035H13.3	MRPL18	ENSG00000112110.10	chr6:159798107	+	+	RP11-1035H13.3		chr16:18795525	-		inf	2	2cc86940-e966-4d66-8ea1-0c46925d525b	Inconsistent	JAFFAL
DEK:APOO	DEK	ENSG00000124795.17	chr6:18225061	-	-	APOO	ENSG00000184831.14	chrX:23836782	-	-	inf	2	44515e8a-e1c1-45e7-8cff-8aafb2abdac2	Consistent	JAFFAL
FAM65B:RPL12	FAM65B		chr6:24976847	-		RPL12	ENSG00000197958.13	chr9:127449281	-	-	inf	2	3a96ee03-3f3b-492f-92e0-3a66129223b6	Inconsistent	JAFFAL
HIST1H4H:AC005307.3	HIST1H4H		chr6:26285273	-		AC005307.3		chr19:28437688	-		inf	2	398e8ff2-5a84-4446-97b9-86b31ca28e71	Consistent	JAFFAL
HIST1H2BJ:RPL41	HIST1H2BJ		chr6:27132506	-		RPL41		chr7:137513917	+		inf	2	45dc6ded-469d-44ef-bf5b-c6afe3510fc9	Consistent	JAFFAL
HIST1H2AG:HBG2	HIST1H2AG		chr6:27133465	+		HBG2	ENSG00000196565.15	chr11:5253396	-	-	inf	2	0efae674-f4d8-4c59-b3e8-dcd74dff85d4	Inconsistent	JAFFAL
HIST1H2BL:CIRH1A	HIST1H2BL		chr6:27807528	-		CIRH1A		chr16:69168847	+		inf	2	bd367368-499d-428b-969a-fc8a69f859fa	Consistent	JAFFAL
HIST1H2AI:HBG2	HIST1H2AI		chr6:27808575	+		HBG2	ENSG00000196565.15	chr11:5253344	-	-	inf	2	ca534bb1-509f-4404-aa96-252473db2c55	Inconsistent	JAFFAL
HIST1H4J:MDH1	HIST1H4J		chr6:27824313	+		MDH1	ENSG00000014641.21	chr2:63607019	+	+	inf	2	0f8c866f-c502-4569-b1b2-a3edd149d160	Inconsistent	JAFFAL
HIST1H4J:PLD3	HIST1H4J		chr6:27824377	+		PLD3	ENSG00000105223.21	chr19:40374533	+	+	inf	2	2904600a-b7c2-4e8f-b331-fb67a51585c1	Inconsistent	JAFFAL
Z98744.3:UQCC3	Z98744.3		chr6:27892850	+		UQCC3	ENSG00000204922.5	chr11:62671826	+	+	inf	2	53ee5faf-fa48-4689-bfce-b023d1b483c8	Inconsistent	JAFFAL
TUBB:AC079466.1	TUBB	ENSG00000196230.14	chr6:30723382	+	+	AC079466.1		chr19:28614868	+		inf	2	2b0f501e-d9be-41b9-b40f-71c0dfe3434f	Inconsistent	JAFFAL
XXbac-BPG252P9.9:SF3B6	XXbac-BPG252P9.9		chr6:30723624	-		SF3B6	ENSG00000115128.7	chr2:24074184	-	-	inf	2	1a125150-e3cf-4bc1-827e-4c018c34f1c5	Inconsistent	JAFFAL
HLA-C:TMED2	HLA-C	ENSG00000204525.18	chr6:31280548	-	-	TMED2	ENSG00000086598.11	chr12:123597411	+	+	inf	2	19c444aa-2d5a-4344-a23d-7da8733c3540	Consistent	JAFFAL
KCTD20:FBXO25	KCTD20	ENSG00000112078.14	chr6:36481701	+	+	FBXO25	ENSG00000147364.17	chr8:475366	+	+	inf	2	47950521-2e6d-4ed7-a96d-f9541fd669e3	Consistent	JAFFAL
MDN1:C11orf31	MDN1	ENSG00000112159.13	chr6:89721347	-	-	C11orf31		chr11:57741813	+		inf	2	9481de9d-5b02-42a9-b903-dd168da0ddcc	Inconsistent	JAFFAL
MCM7:RPS6KA2	MCM7	ENSG00000166508.19	chr7:100098613	-	-	RPS6KA2	ENSG00000071242.13	chr6:166585649	-	-	inf	2	8f10f419-b514-4b53-9afe-7f39521a67df	Consistent	JAFFAL
MCM7:SF3B1	MCM7	ENSG00000166508.19	chr7:100099175	-	-	SF3B1	ENSG00000115524.17	chr2:197392163	-	-	inf	2	6c3cc03f-de3d-47fd-9741-e57429255409	Consistent	JAFFAL
POLR2J3:RP11-441O15.3	POLR2J3	ENSG00000285437.2	chr7:102566997	-	-	RP11-441O15.3		chr10:99437632	+		inf	2	64955d12-8170-4b23-b2d6-751b53c02259	Inconsistent	JAFFAL
NFE4:TTC1	NFE4	ENSG00000230257.7	chr7:102973683	+	+	TTC1	ENSG00000113312.12	chr5:160010517	+	+	inf	2	59f2df3e-da9b-4e80-903c-55b3a3d3af9a	Consistent	JAFFAL
PSMC2:MZT2A	PSMC2	ENSG00000161057.13	chr7:103362735	+	+	MZT2A	ENSG00000173272.16	chr2:131484141	-	-	inf	2	59f3bc1d-3cf4-44a4-81f8-b26af12accdb	Consistent	JAFFAL
NDUFA5:ACTL6A	NDUFA5	ENSG00000128609.16	chr7:123541333	-	-	ACTL6A	ENSG00000136518.17	chr3:179587930	+	+	inf	2	246ba944-f292-467e-8796-dc3a957e13db	Consistent	JAFFAL
ATP6V1F:RP11-138I1.4	ATP6V1F	ENSG00000128524.5	chr7:128865530	+	+	RP11-138I1.4		chr17:16382580	-		inf	2	1ff40649-a78e-41ec-aba7-4024164bd40d	Inconsistent	JAFFAL
TNPO3:PDCD7	TNPO3	ENSG00000064419.14	chr7:129054806	-	-	PDCD7	ENSG00000090470.15	chr15:65117610	-	-	inf	2	43aec8dc-a5c9-4600-948c-fe59337f20ef	Consistent	JAFFAL
TCAF1:RCOR1	TCAF1	ENSG00000198420.10	chr7:143863485	-	-	RCOR1	ENSG00000089902.10	chr14:102730128	+	+	inf	2	8a5e1123-1035-457f-beb8-25dafba3fc42	Consistent	JAFFAL
LMBR1:AC239868.3	LMBR1	ENSG00000105983.23	chr7:156683655	-	-	AC239868.3		chr1:149842383	+		inf	2	191d3478-7967-4a98-8efb-eec190cda4ad	Inconsistent	JAFFAL
HNRNPA2B1:HMGA1	HNRNPA2B1	ENSG00000122566.22	chr7:26196944	-	-	HMGA1	ENSG00000137309.21	chr6:34245718	+	+	inf	2	841664c3-90b3-4dd7-9174-dd436f036bb6	Consistent	JAFFAL
PSMA2:FAM65B	PSMA2	ENSG00000106588.12	chr7:42917528	-	-	FAM65B		chr6:24976930	-		inf	2	06c1fbaa-2ea1-472f-ac5e-4f0331ab36a4	Inconsistent	JAFFAL
PPIA:HBE1	PPIA	ENSG00000196262.15	chr7:44799766	+	+	HBE1	ENSG00000213931.7	chr11:5269547	-	-	inf	2	46dae68d-6d20-4534-aca3-499ff511ee7e	Consistent	JAFFAL
PABPC1:AC009005.2	PABPC1	ENSG00000070756.17	chr8:100715531	-	-	AC009005.2		chr19:567554	-		inf	2	6905826a-8945-425b-ad9b-dd57bd16ccf3	Inconsistent	JAFFAL
ENY2:CWC15	ENY2	ENSG00000120533.13	chr8:109343443	+	+	CWC15	ENSG00000150316.12	chr11:94966401	-	-	inf	2	0807668f-682f-4ff5-a006-111afbe3710f	Consistent	JAFFAL
PLEC:NAP1L1	PLEC	ENSG00000178209.17	chr8:143918970	-	-	NAP1L1	ENSG00000187109.15	chr12:76049784	-	-	inf	2	5ea03e62-2d86-4d09-a253-93f012864456	Consistent	JAFFAL
CCAR2:NDRG2	CCAR2	ENSG00000158941.17	chr8:22614222	+	+	NDRG2	ENSG00000165795.25	chr14:21016979	-	-	inf	2	1fed7ef8-eea0-49a6-bf9b-c372f4d52c60	Consistent	JAFFAL
VDAC3:CASP2	VDAC3	ENSG00000078668.14	chr8:42401869	+	+	CASP2	ENSG00000106144.20	chr7:143307338	+	+	inf	2	7ba2d9ac-e7a4-4496-b12e-bc44e6bfe674	Consistent	JAFFAL
VDAC3:COPA	VDAC3	ENSG00000078668.14	chr8:42405823	+	+	COPA	ENSG00000122218.17	chr1:160289396	-	-	inf	2	89ad4858-1395-478f-bd03-e20ba6e93123	Consistent	JAFFAL
RPL7:MLF2	RPL7	ENSG00000147604.14	chr8:73292279	-	-	MLF2	ENSG00000089693.11	chr12:6748347	-	-	inf	2	07578ad2-c1d5-43f2-a2f7-e60ccd51f7f7	Consistent	JAFFAL
FBXW2:ZNF766	FBXW2	ENSG00000119402.18	chr9:120763071	-	-	ZNF766	ENSG00000196214.11	chr19:52291699	+	+	inf	2	c12c6a40-1a52-4dee-a983-4d59dfdccfe1	Consistent	JAFFAL
RPL35:MAGOH	RPL35	ENSG00000136942.15	chr9:124861454	-	-	MAGOH	ENSG00000162385.11	chr1:53227130	-	-	inf	2	1c65077c-f572-4805-ab74-43106df5b959	Consistent	JAFFAL
RPL12:RP11-462G2.1	RPL12	ENSG00000197958.13	chr9:127447904	-	-	RP11-462G2.1		chr6:70399316	+		inf	2	105be81d-ab4c-4def-ac93-df869d2952f9	Inconsistent	JAFFAL
TRUB2:RPS11	TRUB2	ENSG00000167112.10	chr9:128309782	-	-	RPS11	ENSG00000142534.7	chr19:49497259	+	+	inf	2	5498b237-8589-4882-8942-55d2df67a6ca	Consistent	JAFFAL
C9orf78:GRWD1	C9orf78	ENSG00000136819.15	chr9:129828066	-	-	GRWD1	ENSG00000105447.13	chr19:48453600	+	+	inf	2	0e4b6443-c2d5-4281-af97-508cb0d0ca03	Consistent	JAFFAL
C9orf78:RP2	C9orf78	ENSG00000136819.15	chr9:129828100	-	-	RP2	ENSG00000102218.6	chrX:46881763	+	+	inf	2	158a155a-c683-48ea-ac43-e0fab28be7ac	Consistent	JAFFAL
C9orf78:RRM2	C9orf78	ENSG00000136819.15	chr9:129829422	-	-	RRM2	ENSG00000171848.16	chr2:10130897	+	+	inf	2	7367c61f-6a8b-497f-8ae3-dbee401f443f	Consistent	JAFFAL
C9orf78:LRRC47	C9orf78	ENSG00000136819.15	chr9:129831000	-	-	LRRC47	ENSG00000130764.10	chr1:3780691	-	-	inf	2	2278d36d-db6c-4970-9224-515dd83da722	Consistent	JAFFAL
C9orf78:LIN7C	C9orf78	ENSG00000136819.15	chr9:129833457	-	-	LIN7C	ENSG00000148943.12	chr11:27495221	-	-	inf	2	63d6bca8-c1fd-4170-b9ce-4d3e325dacae	Consistent	JAFFAL
C9orf78:BCL10	C9orf78	ENSG00000136819.15	chr9:129833457	-	-	BCL10	ENSG00000142867.14	chr1:85266625	-	-	inf	2	62b7f94b-90db-43f4-bbc1-7110910c72b1	Consistent	JAFFAL
NUP214:CSDE1	NUP214	ENSG00000126883.19	chr9:131127547	+	+	CSDE1	ENSG00000009307.17	chr1:114739725	-	-	inf	2	14f56844-f14c-41f6-b19a-1a7c7630a785	Consistent	JAFFAL
PLIN2:NDUFA1	PLIN2	ENSG00000147872.10	chr9:19123589	-	-	NDUFA1	ENSG00000125356.7	chrX:119873373	+	+	inf	2	818eb4e4-da5e-441c-9d5e-083cb19fbfcb	Consistent	JAFFAL
UBQLN1:MSN	UBQLN1	ENSG00000135018.14	chr9:83678533	-	-	MSN	ENSG00000147065.18	chrX:65741773	+	+	inf	2	235a94f2-320c-4d43-86f4-4b1deafebc8b	Consistent	JAFFAL
FANCC:SSR3	FANCC	ENSG00000158169.14	chr9:95135430	-	-	SSR3	ENSG00000114850.7	chr3:156540354	-	-	inf	2	4916af47-bd8c-47d2-b2ea-0c10c3cc8a74	Consistent	JAFFAL
NCBP1:PRAME	NCBP1	ENSG00000136937.13	chr9:97666779	+	+	PRAME	ENSG00000185686.18	chr22:22548251	-	-	inf	2	42bcea52-4b8a-402b-8245-ee341d77c6c7	Consistent	JAFFAL
GABRE:CCSER1	GABRE	ENSG00000102287.19	chrX:151969622	-	-	CCSER1	ENSG00000184305.16	chr4:90838620	+	+	inf	2	54374efa-78f1-4dd7-8b55-e01ad5ed599e	Consistent	JAFFAL
EIF2S3:TARDBP	EIF2S3	ENSG00000130741.11	chrX:24071584	+	+	TARDBP	ENSG00000120948.19	chr1:11023463	+	+	inf	2	3b524cc0-3f3f-4e29-a6fa-e3dddef37d74	Consistent	JAFFAL
UXT:DDX39B	UXT	ENSG00000126756.12	chrX:47657841	-	-	DDX39B	ENSG00000198563.14	chr6:31540663	-	-	inf	2	c1e84aff-82c6-415d-ad51-0e77f5bcfbc3	Consistent	JAFFAL
RBM3:MED17	RBM3	ENSG00000102317.18	chrX:48577950	+	+	MED17	ENSG00000042429.12	chr11:93812556	+	+	inf	2	173e32d5-3849-47b3-97c9-fd151e5b81fa	Consistent	JAFFAL
SFR1:ZNF655	SFR1	ENSG00000156384.15	chr10:104125822	+	+	ZNF655	ENSG00000197343.11	chr7:99575478	+	+	inf	2	f55774cc-a140-462f-82ce-5500bc1c8a05	Consistent	JAFFAL
PRDX3:CHPT1	PRDX3	ENSG00000165672.7	chr10:119169191	-	-	CHPT1	ENSG00000111666.11	chr12:101720124	+	+	inf	2	a0f206e6-3211-4ca4-b2a3-e9065bf7f589	Consistent	JAFFAL
RP11-108K14.8:HP1BP3	RP11-108K14.8		chr10:133399589	+		HP1BP3	ENSG00000127483.19	chr1:20743452	-	-	inf	2	9551fccf-dcbe-4b68-85bd-4c34c7c83c29	Inconsistent	JAFFAL
BMS1:AURKA	BMS1	ENSG00000165733.8	chr10:42793129	+	+	AURKA	ENSG00000087586.18	chr20:56369570	-	-	inf	2	90e967a6-2456-4a7a-91f8-cec02016feee	Consistent	JAFFAL
HNRNPF:SEP15	HNRNPF	ENSG00000169813.17	chr10:43387586	-	-	SEP15		chr1:86862604	-		inf	2	e611e8b2-6e0b-4915-a907-08fa282cccd6	Inconsistent	JAFFAL
TFAM:RAP1GDS1	TFAM	ENSG00000108064.11	chr10:58388230	+	+	RAP1GDS1	ENSG00000138698.15	chr4:98396711	+	+	inf	2	eb474f64-b1b8-42fa-83a5-a6895c7be890	Consistent	JAFFAL
HNRNPH3:CCT5	HNRNPH3	ENSG00000096746.18	chr10:68338562	+	+	CCT5	ENSG00000150753.12	chr5:10264911	+	+	inf	2	41574d2d-e07a-4dfe-b80e-ba62d2532980	Consistent	JAFFAL
HK1:BPTF	HK1	ENSG00000156515.25	chr10:69382679	+	+	BPTF	ENSG00000171634.19	chr17:67945586	+	+	inf	2	e0a2eb41-8618-4e7e-9ee0-88b8eba5df19	Consistent	JAFFAL
EIF4EBP2:C5orf30	EIF4EBP2	ENSG00000148730.7	chr10:70423152	+	+	C5orf30		chr5:103276802	+		inf	2	90588c9a-2abb-4d3c-a4ba-38dbf6bdbdd6	Inconsistent	JAFFAL
PSAP:C22orf39	PSAP	ENSG00000197746.15	chr10:71820255	-	-	C22orf39	ENSG00000242259.9	chr22:19441682	-	-	inf	2	88d5fa7d-2686-492f-8667-f1bb4e74d5c1	Consistent	JAFFAL
RP11-442H21.2:EEF2	RP11-442H21.2		chr10:72275586	-		EEF2	ENSG00000167658.16	chr19:3976169	-	-	inf	2	3e26aaf9-d40f-46f8-a3c3-c1585244549b	Inconsistent	JAFFAL
MRPS16:RBM3	MRPS16	ENSG00000182180.14	chr10:73250306	-	-	RBM3	ENSG00000102317.18	chrX:48577993	+	+	inf	2	6a4f26c0-4a24-4ac1-bc84-3136e7e52e8f	Consistent	JAFFAL
MRPS16:PGK1	MRPS16	ENSG00000182180.14	chr10:73250390	-	-	PGK1	ENSG00000102144.15	chrX:78129163	+	+	inf	2	d87024ba-a933-49c8-aa26-1c6143967e65	Consistent	JAFFAL
RP11-574K11.24:FRG1B	RP11-574K11.24		chr10:73743078	-		FRG1B		chr20:30391299	+		inf	2	e41f63a8-9303-49e0-9ae5-c2e8920033cd	Consistent	JAFFAL
RPS24:GTF3C4	RPS24	ENSG00000138326.21	chr10:78037302	+	+	GTF3C4	ENSG00000125484.12	chr9:132690318	+	+	inf	2	2773156e-cc97-46f2-85ae-158ad1c9eefe	Consistent	JAFFAL
NUTM2A-AS1:NAF1	NUTM2A-AS1	ENSG00000223482.10	chr10:87320117	-	-	NAF1	ENSG00000145414.9	chr4:163128974	-	-	inf	2	539cb4fc-d5ed-40da-ae56-6af15c51b781	Consistent	JAFFAL
HPS1:SKP2	HPS1	ENSG00000107521.21	chr10:98442842	-	-	SKP2	ENSG00000145604.17	chr5:36183563	+	+	inf	2	72152372-0d86-4fc3-9419-27ae46b010b2	Consistent	JAFFAL
TARDBP:COX7A2	TARDBP	ENSG00000120948.19	chr1:11020497	+	+	COX7A2	ENSG00000112695.13	chr6:75243769	-	-	inf	2	61700abd-292d-4a7a-b2ee-28c75135bedb	Consistent	JAFFAL
SLC35F2:CENPW	SLC35F2	ENSG00000110660.15	chr11:107908692	-	-	CENPW	ENSG00000203760.9	chr6:126346308	+	+	inf	2	9edf60ac-385e-4c77-8aff-be361bf4dc8b	Consistent	JAFFAL
SDHD:LARP4B	SDHD	ENSG00000204370.14	chr11:112095176	+	+	LARP4B	ENSG00000107929.16	chr10:810731	-	-	inf	2	631063b3-b256-4395-9677-17ef490c6845	Consistent	JAFFAL
SDHD:PIK3CB	SDHD	ENSG00000204370.14	chr11:112095318	+	+	PIK3CB	ENSG00000051382.9	chr3:138654247	-	-	inf	2	6d0acf23-4bee-4ea2-917a-1d735c620479	Consistent	JAFFAL
PAFAH1B2:CDC42EP1	PAFAH1B2	ENSG00000168092.14	chr11:117163868	+	+	CDC42EP1	ENSG00000128283.7	chr22:37569184	+	+	inf	2	9085adff-1fd2-45db-839b-8fe8f75221d3	Consistent	JAFFAL
ATP5L:TUBA1C	ATP5L		chr11:118407069	+		TUBA1C	ENSG00000167553.17	chr12:49272410	+	+	inf	2	37ae5f03-ef3c-41a2-b935-3c62c3f7de29	Inconsistent	JAFFAL
HSPA8:MYLIP	HSPA8	ENSG00000109971.14	chr11:123059961	-	-	MYLIP	ENSG00000007944.15	chr6:16148070	+	+	inf	2	091b7dff-f851-4a4a-a20b-aa368c6a08c6	Consistent	JAFFAL
LINC00958:SPCS3	LINC00958	ENSG00000251381.8	chr11:12979946	-	-	SPCS3	ENSG00000129128.13	chr4:176331833	+	+	inf	2	7256667c-fddd-46c1-adec-bcf8800b1d82	Consistent	JAFFAL
LRIG2:PNMAL1	LRIG2	ENSG00000198799.12	chr1:113094688	+	+	PNMAL1		chr19:46467449	-		inf	2	5ff5cfc3-2144-4401-b9dd-cce0603ed5f5	Inconsistent	JAFFAL
PLEKHA7:HMGA1	PLEKHA7	ENSG00000166689.18	chr11:16974802	-	-	HMGA1	ENSG00000137309.21	chr6:34245545	+	+	inf	2	a902bf95-94d8-43da-9aa1-0ef46b87cf30	Consistent	JAFFAL
LDHA:RPS11	LDHA	ENSG00000134333.15	chr11:18399506	+	+	RPS11	ENSG00000142534.7	chr19:49497944	+	+	inf	2	4e64c382-22df-481e-b3da-179d09fd0f5b	Consistent	JAFFAL
LDHA:CALR	LDHA	ENSG00000134333.15	chr11:18400942	+	+	CALR	ENSG00000179218.15	chr19:12943958	+	+	inf	2	0379d47a-54b6-42ce-afc3-6d60b92e80d1	Consistent	JAFFAL
LDHA:PSMA6	LDHA	ENSG00000134333.15	chr11:18403805	+	+	PSMA6	ENSG00000100902.11	chr14:35317302	+	+	inf	2	922b64ff-753d-4ae1-a7ac-82bd0651744d	Consistent	JAFFAL
CD81:SLC25A6	CD81	ENSG00000110651.13	chr11:2397327	+	+	SLC25A6	ENSG00000169100.14	chrX:1386640	-	-	inf	2	580bf7f4-4159-4aeb-9ed4-4bbc7b64e206	Consistent	JAFFAL
EIF3M:CCT2	EIF3M	ENSG00000149100.13	chr11:32595005	+	+	CCT2	ENSG00000166226.13	chr12:69598348	+	+	inf	2	28a843ef-2841-4079-aca5-4f19ae791403	Consistent	JAFFAL
ZNF195:NOP58	ZNF195	ENSG00000005801.18	chr11:3371611	-	-	NOP58	ENSG00000055044.11	chr2:202303498	+	+	inf	2	670dc36d-ec49-4ee0-a800-d1f67d90ce6c	Consistent	JAFFAL
CAT:HMGA1	CAT	ENSG00000121691.7	chr11:34456126	+	+	HMGA1	ENSG00000137309.21	chr6:34245760	+	+	inf	2	5ae10ba7-b246-414f-ba7d-a5c3b49e0356	Consistent	JAFFAL
CCNL2:PCMT1	CCNL2	ENSG00000221978.13	chr1:1393442	-	-	PCMT1	ENSG00000120265.21	chr6:149802311	+	+	inf	2	701fde45-2eae-4e91-9d52-f5766d961098	Consistent	JAFFAL
CELF1:PCBP2	CELF1	ENSG00000149187.19	chr11:47499498	-	-	PCBP2	ENSG00000197111.16	chr12:53479500	+	+	inf	2	7c7ef1d3-23e5-4c86-9b1a-fd9c18c18c6b	Consistent	JAFFAL
MTCH2:RPL28	MTCH2	ENSG00000109919.10	chr11:47628979	-	-	RPL28	ENSG00000108107.15	chr19:55386624	+	+	inf	2	b346b4e4-3d35-4d10-bfc0-f6397560326e	Consistent	JAFFAL
FNBP4:NMU	FNBP4	ENSG00000109920.13	chr11:47732538	-	-	NMU	ENSG00000109255.11	chr4:55600568	-	-	inf	2	81492d21-e5a9-4739-887d-edf098c07f6b	Consistent	JAFFAL
NUP160:CRKL	NUP160	ENSG00000030066.14	chr11:47786487	-	-	CRKL	ENSG00000099942.13	chr22:20953484	+	+	inf	2	902ba8f4-54fe-4f86-895e-d2244e468d7c	Consistent	JAFFAL
HIST2H4A:C11orf31	HIST2H4A		chr1:149832962	+		C11orf31		chr11:57741658	+		inf	2	08643712-49ff-4a78-9172-277323b40d95	Consistent	JAFFAL
HIST2H2AA4:RPL31	HIST2H2AA4		chr1:149851549	-		RPL31	ENSG00000071082.11	chr2:101004162	+	+	inf	2	ae364661-3221-4c86-933a-ba8126aa7e00	Inconsistent	JAFFAL
TARS2:MRPL46	TARS2	ENSG00000143374.18	chr1:150489002	+	+	MRPL46	ENSG00000259494.2	chr15:88464739	-	-	inf	2	a0f1231e-934c-4be7-b2ae-7731ca003d49	Consistent	JAFFAL
GOLPH3L:CWC25	GOLPH3L	ENSG00000143457.11	chr1:150648653	-	-	CWC25	ENSG00000273559.5	chr17:38800606	-	-	inf	2	d6d9c4a5-a03b-4d32-961e-d26c7cba83b1	Consistent	JAFFAL
AC104389.28:HIVEP1	AC104389.28		chr11:5305043	-		HIVEP1	ENSG00000095951.18	chr6:12038630	+	+	inf	2	cd03a4f1-b501-4b13-9025-85f1cb571ad4	Inconsistent	JAFFAL
RPS27:PLEKHA7	RPS27	ENSG00000177954.14	chr1:153992148	+	+	PLEKHA7	ENSG00000166689.18	chr11:16974839	-	-	inf	2	f0ff6091-20cf-4e31-b80c-8b9aca4b766f	Consistent	JAFFAL
HAX1:CCT8	HAX1	ENSG00000143575.16	chr1:154273361	+	+	CCT8	ENSG00000156261.13	chr21:29063382	-	-	inf	2	14f9286a-16b4-48ad-8ec0-377559723d74	Consistent	JAFFAL
CKS1B:PITPNM2	CKS1B	ENSG00000173207.13	chr1:154978112	+	+	PITPNM2	ENSG00000090975.14	chr12:122984781	-	-	inf	2	c7ba01a1-01f4-4fec-b363-32d42ff667f9	Consistent	JAFFAL
SLC50A1:AFMID	SLC50A1	ENSG00000169241.19	chr1:155138019	+	+	AFMID	ENSG00000183077.16	chr17:78207572	+	+	inf	2	60d9db8f-6c76-4945-8e8b-5cdb9c6b86e2	Consistent	JAFFAL
KRTCAP2:HBG2	KRTCAP2	ENSG00000163463.13	chr1:155169443	-	-	HBG2	ENSG00000196565.15	chr11:5253299	-	-	inf	2	bafb2674-f590-429d-a471-dc67462e9ebb	Consistent	JAFFAL
